QueryId,DocumentId,Relevance
INEX_LD-2009039,<dbpedia:Palladian_architecture>,1
INEX_LD-2009039,"<dbpedia:Pantheon,_Rome>",1
INEX_LD-2009039,<dbpedia:Pediment>,1
INEX_LD-2009039,<dbpedia:Peripteros>,1
INEX_LD-2009039,<dbpedia:Pont_du_Gard>,1
INEX_LD-2009039,<dbpedia:Portico>,1
INEX_LD-2009039,<dbpedia:Pteron>,1
INEX_LD-2009039,<dbpedia:Pula_Arena>,1
INEX_LD-2009039,<dbpedia:Renaissance_architecture>,1
INEX_LD-2009039,<dbpedia:Roman_Catholic_Marian_churches>,1
INEX_LD-2009039,<dbpedia:Roman_Empire>,1
INEX_LD-2009039,<dbpedia:Roman_aqueduct>,1
INEX_LD-2009039,<dbpedia:Roman_art>,1
INEX_LD-2009039,<dbpedia:Roman_brick>,1
INEX_LD-2009039,<dbpedia:Roman_concrete>,1
INEX_LD-2009039,<dbpedia:Roman_engineering>,1
INEX_LD-2009039,<dbpedia:Roman_technology>,1
INEX_LD-2009039,<dbpedia:Roman_theatre_(structure)>,1
INEX_LD-2009039,<dbpedia:Roman_villa>,1
INEX_LD-2009039,<dbpedia:Romanesque_Revival_architecture>,1
INEX_LD-2009039,<dbpedia:Rome>,1
INEX_LD-2009039,"<dbpedia:San_Giorgio,_Campobasso>",1
INEX_LD-2009039,<dbpedia:Santa_Costanza>,1
INEX_LD-2009039,"<dbpedia:St._Stephen's_Cathedral,_Vienna>",1
INEX_LD-2009039,<dbpedia:Stylobate>,1
INEX_LD-2009039,<dbpedia:Suspensura>,1
INEX_LD-2009039,<dbpedia:Synagogue_of_Trieste>,1
INEX_LD-2009039,<dbpedia:Taenia_(architecture)>,1
INEX_LD-2009039,<dbpedia:Temple_of_Bacchus>,1
INEX_LD-2009039,<dbpedia:Temple_of_Caesar>,1
INEX_LD-2009039,<dbpedia:Temple_of_Castor_and_Pollux>,1
INEX_LD-2009039,<dbpedia:Temple_of_Concord>,1
INEX_LD-2009039,<dbpedia:Theatre_of_Pompey>,1
INEX_LD-2009039,<dbpedia:Theatre_of_ancient_Rome>,1
INEX_LD-2009039,<dbpedia:Thermae>,1
INEX_LD-2009039,<dbpedia:Thermes_de_Cluny>,1
INEX_LD-2009039,<dbpedia:Trajan's_Column>,1
INEX_LD-2009039,<dbpedia:Tribune_(architecture)>,1
INEX_LD-2009039,<dbpedia:Villa>,1
INEX_LD-2009039,<dbpedia:Villa_delle_Vignacce>,1
INEX_LD-2009039,<dbpedia:Vitruvius>,1
INEX_LD-2009039,"<dbpedia:ƒglise_Notre-Dame_de_l'Assomption,_Rouffach>",1
INEX_LD-2009053,<dbpedia:Sisu_Auto>,2
INEX_LD-2009053,<dbpedia:Sisu_SA-150>,2
INEX_LD-2009053,<dbpedia:AB_Nykšpings_Automobilfabrik>,1
INEX_LD-2009053,<dbpedia:Finlandia_(car)>,1
INEX_LD-2009053,<dbpedia:Minor_automotive_manufacturing_groups>,1
INEX_LD-2009053,<dbpedia:Opel_Calibra>,1
INEX_LD-2009053,<dbpedia:Saab_9-3>,1
INEX_LD-2009053,<dbpedia:Saab_9-5>,1
INEX_LD-2009053,<dbpedia:Saab_9-7X>,1
INEX_LD-2009053,<dbpedia:Saab_9000>,1
INEX_LD-2009053,<dbpedia:Saab_900>,1
INEX_LD-2009053,<dbpedia:Saab_93>,1
INEX_LD-2009053,<dbpedia:Saab_96>,1
INEX_LD-2009053,<dbpedia:Saab_99>,1
INEX_LD-2009053,<dbpedia:Saab_Ursaab>,1
INEX_LD-2009053,<dbpedia:Saab_V8>,1
INEX_LD-2009053,<dbpedia:Sisu>,1
INEX_LD-2009053,<dbpedia:Sisu_A-45>,1
INEX_LD-2009053,<dbpedia:Sisu_E13TP>,1
INEX_LD-2009053,<dbpedia:Sisu_KB-112>,1
INEX_LD-2009053,<dbpedia:Sisu_RA-140_DS>,1
INEX_LD-2009053,<dbpedia:Sisu_S-21>,1
INEX_LD-2009053,<dbpedia:Sisu_SA-240>,1
INEX_LD-2009053,<dbpedia:Stahlberg_Models>,1
INEX_LD-2009053,<dbpedia:Valmet>,1
INEX_LD-2009053,<dbpedia:Valmet_Automotive>,1
INEX_LD-2009061,<dbpedia:Battle_of_Cherbourg>,2
INEX_LD-2009061,<dbpedia:Battle_of_Verrires_Ridge>,2
INEX_LD-2009061,<dbpedia:Operation_Atlantic>,2
INEX_LD-2009061,<dbpedia:Operation_Martlet>,2
INEX_LD-2009061,<dbpedia:Operation_Sunstar>,2
INEX_LD-2009061,<dbpedia:VIII_Corps_(United_States)>,2
INEX_LD-2009061,<dbpedia:15th_(Scottish)_Infantry_Division>,1
INEX_LD-2009061,<dbpedia:1er_Bataillon_de_Fusiliers_Marins_Commandos>,1
INEX_LD-2009061,<dbpedia:2nd_Armored_Division_(France)>,1
INEX_LD-2009061,<dbpedia:51st_(Highland)_Division>,1
INEX_LD-2009061,<dbpedia:60th_Infantry_Regiment_(United_States)>,1
INEX_LD-2009061,<dbpedia:American_airborne_landings_in_Normandy>,1
INEX_LD-2009061,<dbpedia:Apocalypse:_The_Second_World_War>,1
INEX_LD-2009061,<dbpedia:Battle_for_Caen>,1
INEX_LD-2009061,<dbpedia:Battle_of_Carentan>,1
INEX_LD-2009061,<dbpedia:Battle_of_Villers-Bocage>,1
INEX_LD-2009061,<dbpedia:British_Expeditionary_Force_(World_War_II)>,1
INEX_LD-2009061,<dbpedia:BrŽcourt_Manor_Assault>,1
INEX_LD-2009061,<dbpedia:BŽny-sur-Mer_Canadian_War_Cemetery>,1
INEX_LD-2009061,<dbpedia:Clearing_the_Channel_Coast>,1
INEX_LD-2009061,<dbpedia:D-Day_naval_deceptions>,1
INEX_LD-2009061,<dbpedia:European_theatre_of_World_War_II>,1
INEX_LD-2009061,<dbpedia:Falaise_pocket>,1
INEX_LD-2009061,<dbpedia:Free_France>,1
INEX_LD-2009061,<dbpedia:Gold_Beach>,1
INEX_LD-2009061,<dbpedia:H-hour_(D-day)>,1
INEX_LD-2009061,<dbpedia:Hill_262>,1
INEX_LD-2009061,<dbpedia:Hillman_Site>,1
INEX_LD-2009061,<dbpedia:History_of_Normandy>,1
INEX_LD-2009061,<dbpedia:History_of_the_Second_World_War>,1
INEX_LD-2009061,<dbpedia:Invasion_of_Normandy>,1
INEX_LD-2009061,<dbpedia:Juno_Beach>,1
INEX_LD-2009061,<dbpedia:List_of_military_cemeteries_in_Normandy>,1
INEX_LD-2009061,<dbpedia:List_of_military_engagements_of_World_War_II>,1
INEX_LD-2009061,<dbpedia:Maquis_du_Mont_Mouchet>,1
INEX_LD-2009061,<dbpedia:Military_history_of_France_during_World_War_II>,1
INEX_LD-2009061,<dbpedia:Mission_Albany>,1
INEX_LD-2009061,<dbpedia:Mission_Boston>,1
INEX_LD-2009061,<dbpedia:Normandy_Campaign>,1
INEX_LD-2009061,<dbpedia:Normandy_landings>,1
INEX_LD-2009061,<dbpedia:Omaha_Beach>,1
INEX_LD-2009061,<dbpedia:Operation_Aquatint>,1
INEX_LD-2009061,<dbpedia:Operation_Astrakan>,1
INEX_LD-2009061,<dbpedia:Operation_Bluecoat>,1
INEX_LD-2009061,<dbpedia:Operation_Charnwood>,1
INEX_LD-2009061,<dbpedia:Operation_Cobra>,1
INEX_LD-2009061,<dbpedia:Operation_Epsom>,1
INEX_LD-2009061,<dbpedia:Operation_Goodwood>,1
INEX_LD-2009061,<dbpedia:Operation_Jupiter_(1944)>,1
INEX_LD-2009061,<dbpedia:Operation_Overlord>,1
INEX_LD-2009061,<dbpedia:Operation_Perch>,1
INEX_LD-2009061,<dbpedia:Operation_Spring>,1
INEX_LD-2009061,<dbpedia:Operation_Tonga>,1
INEX_LD-2009061,<dbpedia:Operation_Totalize>,1
INEX_LD-2009061,<dbpedia:Operation_Tractable>,1
INEX_LD-2009061,<dbpedia:Pegasus_Bridge>,1
INEX_LD-2009061,<dbpedia:Philippe_Leclerc_de_Hauteclocque>,1
INEX_LD-2009061,<dbpedia:Pointe_du_Hoc>,1
INEX_LD-2009061,<dbpedia:Second_Battle_of_the_Odon>,1
INEX_LD-2009061,<dbpedia:Sword_Beach>,1
INEX_LD-2009061,<dbpedia:The_Second_World_War_(book)>,1
INEX_LD-2009061,<dbpedia:Utah_Beach>,1
INEX_LD-2009061,<dbpedia:Western_Front_(World_War_II)>,1
INEX_LD-2009061,<dbpedia:XV_Corps_(United_States)>,1
INEX_LD-2010057,<dbpedia:Annus_Mirabilis_papers>,2
INEX_LD-2010057,<dbpedia:Gravitational_time_dilation>,2
INEX_LD-2010057,<dbpedia:Hole_argument>,2
INEX_LD-2010057,<dbpedia:Mass_in_special_relativity>,2
INEX_LD-2010057,<dbpedia:Relativity:_The_Special_and_the_General_Theory>,2
INEX_LD-2010057,<dbpedia:Relativity_priority_dispute>,2
INEX_LD-2010057,<dbpedia:Spacetime>,2
INEX_LD-2010057,<dbpedia:Special_relativity>,2
INEX_LD-2010057,<dbpedia:Tests_of_special_relativity>,2
INEX_LD-2010057,<dbpedia:The_Einstein_Theory_of_Relativity>,2
INEX_LD-2010057,<dbpedia:Theory_of_relativity>,2
INEX_LD-2010057,<dbpedia:Absolute_time_and_space>,1
INEX_LD-2010057,<dbpedia:Albert_Einstein>,1
INEX_LD-2010057,<dbpedia:Alternatives_to_general_relativity>,1
INEX_LD-2010057,<dbpedia:Classical_field_theory>,1
INEX_LD-2010057,<dbpedia:Cosmological_constant>,1
INEX_LD-2010057,<dbpedia:Criticism_of_the_theory_of_relativity>,1
INEX_LD-2010057,<dbpedia:Einstein_Symposium>,1
INEX_LD-2010057,<dbpedia:Einstein_Tower>,1
INEX_LD-2010057,<dbpedia:Einstein_aether_theory>,1
INEX_LD-2010057,<dbpedia:Einstein_notation>,1
INEX_LD-2010057,<dbpedia:EinsteinÐCartan_theory>,1
INEX_LD-2010057,<dbpedia:EinsteinÐMaxwellÐDirac_equations>,1
INEX_LD-2010057,<dbpedia:Erich_Kretschmann>,1
INEX_LD-2010057,<dbpedia:Four-dimensional_space>,1
INEX_LD-2010057,<dbpedia:Frank_Watson_Dyson>,1
INEX_LD-2010057,<dbpedia:GoldbergÐSachs_theorem>,1
INEX_LD-2010057,<dbpedia:Gravitational_constant>,1
INEX_LD-2010057,<dbpedia:Higher-dimensional_Einstein_gravity>,1
INEX_LD-2010057,<dbpedia:History_of_loop_quantum_gravity>,1
INEX_LD-2010057,<dbpedia:History_of_special_relativity>,1
INEX_LD-2010057,<dbpedia:Introduction_to_the_mathematics_of_general_relativity>,1
INEX_LD-2010057,<dbpedia:JŸrgen_Ehlers>,1
INEX_LD-2010057,<dbpedia:Laws_of_science>,1
INEX_LD-2010057,<dbpedia:List_of_scientific_publications_by_Albert_Einstein>,1
INEX_LD-2010057,<dbpedia:Lorentz_transformation>,1
INEX_LD-2010057,<dbpedia:Lovelock_theory_of_gravity>,1
INEX_LD-2010057,<dbpedia:MichelsonÐMorley_experiment>,1
INEX_LD-2010057,<dbpedia:Null_dust_solution>,1
INEX_LD-2010057,<dbpedia:Numerical_relativity>,1
INEX_LD-2010057,<dbpedia:Observer_(special_relativity)>,1
INEX_LD-2010057,<dbpedia:Pantur_Silaban>,1
INEX_LD-2010057,<dbpedia:Philosophy_of_space_and_time>,1
INEX_LD-2010057,<dbpedia:Photon>,1
INEX_LD-2010057,<dbpedia:Physical_theories_modified_by_general_relativity>,1
INEX_LD-2010057,<dbpedia:Postulates_of_special_relativity>,1
INEX_LD-2010057,<dbpedia:Principle_of_relativity>,1
INEX_LD-2010057,<dbpedia:Quantum_cosmology>,1
INEX_LD-2010057,<dbpedia:Quantum_gravity>,1
INEX_LD-2010057,<dbpedia:Special_relativity_(alternative_formulations)>,1
INEX_LD-2010057,<dbpedia:Speed_of_gravity>,1
INEX_LD-2010057,<dbpedia:The_Evolution_of_Physics>,1
INEX_LD-2010057,<dbpedia:Theoretical_physics>,1
INEX_LD-2010057,<dbpedia:Theory_of_everything>,1
INEX_LD-2010057,<dbpedia:Time_dilation>,1
INEX_LD-2010057,<dbpedia:Twin_paradox>,1
INEX_LD-2010057,<dbpedia:Variable_speed_of_light>,1
INEX_LD-2010057,<dbpedia:Variational_methods_in_general_relativity>,1
INEX_LD-2010057,<dbpedia:Zero-point_energy>,1
INEX_LD-2010069,<dbpedia:Acacia_schinoides>,2
INEX_LD-2010069,<dbpedia:Achillea_millefolium>,2
INEX_LD-2010069,<dbpedia:Aconitum_fischeri>,2
INEX_LD-2010069,<dbpedia:Agastache_rupestris>,2
INEX_LD-2010069,<dbpedia:Albizia_julibrissin>,2
INEX_LD-2010069,<dbpedia:Althaea_(plant)>,2
INEX_LD-2010069,<dbpedia:Ambrosia_trifida>,2
INEX_LD-2010069,<dbpedia:Anemone_canadensis>,2
INEX_LD-2010069,<dbpedia:Anemone_narcissiflora>,2
INEX_LD-2010069,<dbpedia:Anemone_parviflora>,2
INEX_LD-2010069,<dbpedia:Anemone_virginiana>,2
INEX_LD-2010069,<dbpedia:Angelica_gigas>,2
INEX_LD-2010069,<dbpedia:Arundina>,2
INEX_LD-2010069,<dbpedia:Asclepias_tuberosa>,2
INEX_LD-2010069,<dbpedia:Astilbe_chinensis>,2
INEX_LD-2010069,<dbpedia:Banksia_sceptrum>,2
INEX_LD-2010069,<dbpedia:Brunsvigia_josephinae>,2
INEX_LD-2010069,<dbpedia:Buddleja_crispa>,2
INEX_LD-2010069,<dbpedia:Calochortus>,2
INEX_LD-2010069,<dbpedia:Calostemma_purpureum>,2
INEX_LD-2010069,<dbpedia:Caltha_palustris>,2
INEX_LD-2010069,<dbpedia:Cerastium_tomentosum>,2
INEX_LD-2010069,<dbpedia:Chrysothamnus>,2
INEX_LD-2010069,<dbpedia:Cochleanthes>,2
INEX_LD-2010069,<dbpedia:Coreopsis_basalis>,2
INEX_LD-2010069,<dbpedia:Coreopsis_lanceolata>,2
INEX_LD-2010069,<dbpedia:Coreopsis_tripteris>,2
INEX_LD-2010069,<dbpedia:Cornus_drummondii>,2
INEX_LD-2010069,<dbpedia:Corymbia_ficifolia>,2
INEX_LD-2010069,<dbpedia:Cota_tinctoria>,2
INEX_LD-2010069,<dbpedia:Crassula_helmsii>,2
INEX_LD-2010069,<dbpedia:Crinum_bulbispermum>,2
INEX_LD-2010069,<dbpedia:Dalibarda>,2
INEX_LD-2010069,<dbpedia:Datura_inoxia>,2
INEX_LD-2010069,<dbpedia:Delphinium_grandiflorum>,2
INEX_LD-2010069,<dbpedia:Digitalis_lutea>,2
INEX_LD-2010069,<dbpedia:Diplarrena>,2
INEX_LD-2010069,<dbpedia:Earina_mucronata>,2
INEX_LD-2010069,<dbpedia:Echinacea>,2
INEX_LD-2010069,<dbpedia:Echinacea_simulata>,2
INEX_LD-2010069,<dbpedia:Echinodorus_bracteatus>,2
INEX_LD-2010069,<dbpedia:Echium_wildpretii>,2
INEX_LD-2010069,<dbpedia:Epilobium_canum>,2
INEX_LD-2010069,<dbpedia:Epiphyllum_oxypetalum>,2
INEX_LD-2010069,<dbpedia:Eremophila_hygrophana>,2
INEX_LD-2010069,<dbpedia:Erythronium_purpurascens>,2
INEX_LD-2010069,<dbpedia:Eucalyptus_cinerea>,2
INEX_LD-2010069,<dbpedia:Eucalyptus_laeliae>,2
INEX_LD-2010069,<dbpedia:Eucalyptus_moluccana>,2
INEX_LD-2010069,<dbpedia:Eucalyptus_olsenii>,2
INEX_LD-2010069,<dbpedia:Eurybia_divaricata>,2
INEX_LD-2010069,<dbpedia:Euthamia_graminifolia>,2
INEX_LD-2010069,<dbpedia:Flora_of_Malta>,2
INEX_LD-2010069,<dbpedia:Fuchsia>,2
INEX_LD-2010069,<dbpedia:Gahnia_clarkei>,2
INEX_LD-2010069,<dbpedia:Gaillardia_pulchella>,2
INEX_LD-2010069,<dbpedia:Gaultheria_oppositifolia>,2
INEX_LD-2010069,<dbpedia:Gentiana_andrewsii>,2
INEX_LD-2010069,<dbpedia:Geranium_cinereum>,2
INEX_LD-2010069,<dbpedia:Goldenrod>,2
INEX_LD-2010069,<dbpedia:Grevillea_rosmarinifolia>,2
INEX_LD-2010069,<dbpedia:Helenium_autumnale>,2
INEX_LD-2010069,<dbpedia:Helianthus_annuus>,2
INEX_LD-2010069,<dbpedia:Helianthus___laetiflorus>,2
INEX_LD-2010069,<dbpedia:Hesperis_matronalis>,2
INEX_LD-2010069,<dbpedia:Hibiscus_denudatus>,2
INEX_LD-2010069,<dbpedia:Hibiscus_laevis>,2
INEX_LD-2010069,<dbpedia:Hibiscus_mutabilis>,2
INEX_LD-2010069,<dbpedia:Hoya_carnosa>,2
INEX_LD-2010069,<dbpedia:Hydrangea>,2
INEX_LD-2010069,<dbpedia:Hydrangea_petiolaris>,2
INEX_LD-2010069,<dbpedia:Hylocereus_costaricensis>,2
INEX_LD-2010069,<dbpedia:Hypericum_perforatum>,2
INEX_LD-2010069,<dbpedia:Ipomoea_hederacea>,2
INEX_LD-2010069,<dbpedia:Iris_sibirica>,2
INEX_LD-2010069,<dbpedia:Ixora>,2
INEX_LD-2010069,<dbpedia:Kalmia_latifolia>,2
INEX_LD-2010069,<dbpedia:Leucophyta>,2
INEX_LD-2010069,<dbpedia:Liatris>,2
INEX_LD-2010069,<dbpedia:Lilium>,2
INEX_LD-2010069,<dbpedia:Lilium_candidum>,2
INEX_LD-2010069,<dbpedia:Lilium_humboldtii>,2
INEX_LD-2010069,<dbpedia:Lilium_michauxii>,2
INEX_LD-2010069,<dbpedia:Lilium_parvum>,2
INEX_LD-2010069,<dbpedia:List_of_early_summer_flowers>,2
INEX_LD-2010069,<dbpedia:Lobelia_inflata>,2
INEX_LD-2010069,<dbpedia:Lycopus>,2
INEX_LD-2010069,<dbpedia:Lycoris_squamigera>,2
INEX_LD-2010069,<dbpedia:Lysimachia_ciliata>,2
INEX_LD-2010069,<dbpedia:Lysimachia_terrestris>,2
INEX_LD-2010069,<dbpedia:Magnolia_sieboldii>,2
INEX_LD-2010069,<dbpedia:Maianthemum_bifolium>,2
INEX_LD-2010069,<dbpedia:Malus_coronaria>,2
INEX_LD-2010069,<dbpedia:Malva_moschata>,2
INEX_LD-2010069,<dbpedia:Mandevilla_laxa>,2
INEX_LD-2010069,<dbpedia:Marshallia>,2
INEX_LD-2010069,<dbpedia:Masdevallia_veitchiana>,2
INEX_LD-2010069,<dbpedia:Metrosideros_excelsa>,2
INEX_LD-2010069,<dbpedia:Metrosideros_fulgens>,2
INEX_LD-2010069,<dbpedia:Moluccella_laevis>,2
INEX_LD-2010069,<dbpedia:Nuttallanthus_canadensis>,2
INEX_LD-2010069,<dbpedia:Nymphaea_odorata>,2
INEX_LD-2010069,<dbpedia:Oenothera_speciosa>,2
INEX_LD-2010069,<dbpedia:Opuntia_basilaris>,2
INEX_LD-2010069,<dbpedia:Oxypetalum_coeruleum>,2
INEX_LD-2010069,<dbpedia:Paeonia_mascula>,2
INEX_LD-2010069,<dbpedia:Pancratium_illyricum>,2
INEX_LD-2010069,<dbpedia:Pancratium_maritimum>,2
INEX_LD-2010069,<dbpedia:Passiflora_lutea>,2
INEX_LD-2010069,<dbpedia:Peony>,2
INEX_LD-2010069,<dbpedia:Persicaria_bistorta>,2
INEX_LD-2010069,<dbpedia:Phlox_paniculata>,2
INEX_LD-2010069,<dbpedia:Phlox_subulata>,2
INEX_LD-2010069,<dbpedia:Pinguicula_alpina>,2
INEX_LD-2010069,<dbpedia:Pinguicula_moranensis>,2
INEX_LD-2010069,<dbpedia:Polygonum_polymorphum>,2
INEX_LD-2010069,<dbpedia:Primula_beesiana>,2
INEX_LD-2010069,<dbpedia:Psorothamnus_emoryi>,2
INEX_LD-2010069,<dbpedia:Pycnanthemum_tenuifolium>,2
INEX_LD-2010069,<dbpedia:Raphanus_raphanistrum>,2
INEX_LD-2010069,<dbpedia:Rhododendron_lochiae>,2
INEX_LD-2010069,<dbpedia:Rosa_multiflora>,2
INEX_LD-2010069,<dbpedia:Rosa_rugosa>,2
INEX_LD-2010069,<dbpedia:Rosa___damascena>,2
INEX_LD-2010069,<dbpedia:Rose>,2
INEX_LD-2010069,<dbpedia:Rudbeckia_hirta>,2
INEX_LD-2010069,<dbpedia:Sambucus_nigra>,2
INEX_LD-2010069,<dbpedia:Scabiosa_graminifolia>,2
INEX_LD-2010069,<dbpedia:Solidago_virgaurea>,2
INEX_LD-2010069,<dbpedia:Spartium>,2
INEX_LD-2010069,<dbpedia:Stephanotis_floribunda>,2
INEX_LD-2010069,<dbpedia:Stewartia_ovata>,2
INEX_LD-2010069,<dbpedia:Stewartia_pseudocamellia>,2
INEX_LD-2010069,<dbpedia:Stratiotes_aloides>,2
INEX_LD-2010069,<dbpedia:Teucrium_chamaedrys>,2
INEX_LD-2010069,<dbpedia:Thai_basil>,2
INEX_LD-2010069,<dbpedia:Torenia_fournieri>,2
INEX_LD-2010069,<dbpedia:Tradescantia_virginiana>,2
INEX_LD-2010069,<dbpedia:Trillium_grandiflorum>,2
INEX_LD-2010069,<dbpedia:Vernonia_noveboracensis>,2
INEX_LD-2010069,<dbpedia:Veronicastrum_sibiricum>,2
INEX_LD-2010069,<dbpedia:Vicia_cracca>,2
INEX_LD-2010069,<dbpedia:Vicia_pyrenaica>,2
INEX_LD-2010069,<dbpedia:Vinca_minor>,2
INEX_LD-2010069,<dbpedia:Viola_betonicifolia>,2
INEX_LD-2010069,<dbpedia:Winika>,2
INEX_LD-2010069,<dbpedia:Winter_savory>,2
INEX_LD-2010069,<dbpedia:Wisteria_frutescens>,2
INEX_LD-2010069,<dbpedia:Acalypha_rhomboidea>,1
INEX_LD-2010069,<dbpedia:Achillea_alpina>,1
INEX_LD-2010069,<dbpedia:Actinotus_minor>,1
