H,W,1,11,4,153,19.9,3,4.4,13.6,2,6.5,made
A,L,-10,4,2,99,24,0,1.3,3.1,2,1.9,missed
A,L,-4,13,3,18,10.7,3,2.9,4.7,2,2.3,made
H,W,53,3,2,54,7,2,2.7,25.5,3,7.5,missed
H,L,-21,8,3,360,10.6,0,1.4,19.3,2,4.5,missed
H,W,20,7,3,75,6.6,0,0.7,3.9,2,2.9,made
H,W,5,11,3,569,10.7,0,1.8,12.1,2,4.1,missed
H,L,-7,7,4,373,11.1,3,3.1,4.5,2,3.4,missed
A,W,8,1,1,612,11.9,0,1.2,19.3,2,5.3,made
H,W,10,2,1,634,13.6,1,1.5,4.6,2,1.8,made
H,W,10,4,2,363,8.9,0,0.9,20.6,2,9.1,missed
A,L,-5,4,2,568,20,0,1.2,0.9,2,6.2,made
A,L,-8,2,1,581,13,2,2.2,7.6,2,1.7,missed
A,L,-23,4,2,492,11.8,2,3.7,11,2,2.4,missed
H,L,-2,2,1,505,11.5,0,1.3,2.2,2,7.7,made
A,W,4,2,2,701,5.1,2,4.7,19.3,2,3.7,made
H,W,12,5,2,458,9.1,1,2,6.5,2,4,made
A,L,-5,10,4,618,7,4,2.7,16.1,2,4.8,missed
A,W,7,16,4,170,7.9,8,8.1,8.4,2,4.3,missed
A,W,11,10,3,150,11.3,1,1.4,17.2,2,4.7,made
A,W,5,5,4,382,7.2,0,0.3,1.2,2,1.4,made
A,W,11,1,1,9,1.8,20,22.5,24.8,3,5,missed
A,W,8,8,3,117,21.7,0,0.8,24.7,3,5.1,missed
H,L,-14,15,4,482,1.6,0,0.9,26.1,3,5.7,made
A,W,17,7,2,267,16.1,10,8.1,3.7,2,4.2,made
A,L,-7,14,3,343,19,5,4,17.6,2,4.7,made
A,W,8,13,3,379,24,0,0.2,2,2,2.5,missed
A,L,-14,1,1,44,6,1,2.8,10.2,2,4.4,missed
A,W,4,10,4,528,13.7,0,0,20.2,2,5.5,missed
A,L,-3,2,1,426,19.2,0,0.9,22.7,3,7.8,made
H,W,9,7,4,402,8.5,11,15.4,8.5,2,4,missed
H,L,-14,4,2,529,4,3,3.1,16.6,2,2,made
A,W,14,2,2,652,14.5,0,0,19.3,2,7.1,missed
A,W,2,2,3,10,4.3,0,0.7,25.1,3,3.7,missed
A,W,27,2,1,491,6.2,0,4.2,15.4,2,5.2,missed
A,L,-12,12,4,513,20,0,1.3,24,2,6.1,missed
A,W,18,2,1,475,21,0,0.8,2.2,2,21.8,made
A,L,-1,11,4,406,9.7,1,2.5,14.5,2,4.6,made
H,L,-9,7,3,37,13.3,1,2.4,2.8,2,3.1,made
A,L,-9,3,1,182,13.8,0,0.8,24.4,3,5.2,made
H,W,9,3,2,355,9.1,0,0.9,2.9,2,1.8,made
A,L,-16,1,1,62,15.6,2,5,17,2,4.5,missed
A,L,-16,5,1,78,12,3,3.8,2.7,2,1.5,missed
H,L,-4,1,1,274,20.3,1,1.2,5.6,2,2.1,missed
A,L,-2,8,3,391,23.1,1,1.4,13.1,2,5.4,missed
A,W,11,3,1,349,14.4,0,0.9,24.1,3,6,missed
H,W,3,4,4,710,14,0,0.7,18.5,2,6.7,made
A,L,-15,2,2,639,11.7,3,3.1,4.9,2,1,missed
H,L,-7,5,4,367,19.3,2,3.1,22,2,7.3,missed
A,W,8,14,4,153,12.7,0,0.8,17.7,2,4.4,made
A,L,-18,4,2,405,2.3,0,0.6,10.9,2,4.4,missed
A,L,-28,15,3,216,9.1,5,4.8,13.3,2,4,missed
A,W,20,5,3,173,3.9,0,1,0.5,2,4.5,made
A,W,9,1,1,637,6.9,0,1,2.8,2,2.1,missed
A,L,-9,6,2,263,9.1,2,4.2,21.5,2,2,missed
A,L,-7,2,1,177,14.3,1,1.2,19.2,2,6.1,missed
A,L,-8,19,3,276,20,5,4.9,3.4,2,1.9,made
H,W,7,9,3,513,6.8,0,0.2,3.8,2,2.4,missed
H,L,-1,5,4,254,11.4,15,13.9,4.5,2,0.4,made
A,W,10,3,2,470,20.5,0,0,4.7,2,4.1,made
A,W,11,8,3,401,10,6,6.8,3.6,2,2,missed
A,L,-8,4,4,324,24,0,0.6,2.6,2,2.1,missed
A,W,9,3,2,406,19.1,0,1.4,1,2,3.1,made
A,L,-13,7,3,591,13.6,13,10.5,8.2,2,3.2,missed
H,W,8,1,1,157,11.2,3,2.4,9,2,5.3,missed
H,W,8,15,4,641,10.8,2,1.8,14.5,2,4.6,made
H,L,-10,9,2,382,21.9,0,1.3,23.6,3,3.8,made
A,L,-7,6,2,418,14.7,13,10.7,5.2,2,1.6,missed
A,W,11,11,4,605,10,0,0.9,18.4,2,5.4,missed
H,L,-11,1,1,705,24,0,0.9,4.6,2,4.2,made
A,W,2,3,3,506,16.5,0,1,23.1,3,4.4,made
H,W,11,6,2,214,20.8,0,1,2.7,2,7,made
A,L,-11,3,1,113,0,0,0.9,14.3,2,7.4,made
A,L,-4,14,4,616,8.4,5,6.6,5.7,2,1.2,missed
H,W,10,5,2,317,12.6,0,0.8,11.5,2,3.3,missed
H,L,-7,3,1,306,9.5,0,1.1,24.6,3,6.4,missed
A,W,13,7,3,409,6.9,1,6.9,5,2,1.1,made
A,W,10,6,2,317,17.9,0,0,2.2,2,6.2,made
H,L,-5,13,4,655,21.6,1,1.3,2.8,2,15,made
H,L,-8,10,2,31,20.9,1,1.6,1.8,2,1.6,made
H,W,4,3,2,557,9.1,0,0.7,23.3,3,3.1,missed
A,W,7,7,1,167,24,1,0.9,5.8,2,1.7,made
A,L,-1,1,1,708,13.2,1,2.2,5.5,2,0.3,missed
A,W,18,3,1,171,4.1,0,0.8,24.3,3,6.7,made
A,L,-4,5,3,61,20,0,0.9,2.1,2,2.4,made
H,L,-17,7,3,538,21.3,0,0.8,25,3,5.1,missed
A,W,4,14,3,237,9.3,16,13.4,9.9,2,2.7,made
H,W,11,6,3,683,5.6,2,4.8,11.7,2,2.2,made
H,L,-14,4,2,606,14.1,1,0.8,22.8,3,2.4,missed
H,L,-2,7,3,445,0.5,5,6.1,8,2,3.1,missed
H,W,10,1,1,612,17.6,6,6,4.4,2,2,made
H,W,9,1,1,347,19.6,0,0.1,2.8,2,6.1,made
H,W,20,6,2,134,9.9,0,1.8,25.1,3,8.4,missed
H,W,7,9,3,313,16.2,4,5.2,3.2,2,0,missed
H,W,12,14,3,496,19.6,2,3.2,24.2,3,6.3,missed
H,W,4,10,3,468,19,0,0.7,1.5,2,3.1,made
H,W,12,11,4,306,13.6,11,10.8,8.1,2,3.4,made
A,L,-6,19,6,232,5,1,5.9,6.3,2,0.7,missed
H,W,5,2,1,382,7,0,0.8,25.9,3,6.8,missed
H,W,7,8,4,53,0.9,9,10.4,18,2,3.6,missed
A,W,8,9,3,525,23,0,1.6,2.5,2,0.6,missed
A,L,-4,6,4,447,12,0,0.6,18.5,2,6.2,made
H,W,8,7,3,363,19.4,0,1.7,9.2,2,2.7,missed
H,W,7,4,2,590,14.1,0,1.1,3.3,2,0.2,missed
H,W,8,4,2,389,9.5,4,5.4,8.1,2,1.7,missed
A,W,11,13,3,292,15.4,2,2.5,20,2,6.6,made
A,L,-5,7,3,654,9.8,6,5,24,2,6.3,missed
H,L,-17,14,3,371,18.9,1,3.2,3.1,2,1.8,made
A,L,-12,3,1,42,14,0,1.1,25.4,3,12.1,missed
A,W,5,3,1,433,0.2,6,6,6.4,2,2,made
H,L,-10,2,2,659,4.4,5,4.7,18.1,2,3.9,missed
A,L,-7,3,1,440,15.9,1,2,3.7,2,0.1,made
A,L,-4,11,4,243,1.9,4,4.8,3.8,2,2.5,made
H,L,-1,3,3,190,12.6,0,5.1,1.3,2,1.4,missed
H,L,-1,1,2,488,1.8,0,1,1.4,2,3.2,made
H,L,-3,3,2,135,3.9,0,0.9,24.6,3,3.7,made
A,L,-1,13,4,62,14.7,9,8.7,4.3,2,2.9,missed
A,L,-1,4,1,38,7.5,2,4.8,6,2,3.5,made
H,W,6,1,1,261,24,0,0.1,0.8,2,2,made
H,W,14,16,3,428,11,13,13,20.9,2,4,made
H,W,25,7,4,685,6.7,5,5.1,5.4,2,2.1,missed
H,W,18,7,1,199,19,4,4.2,27.2,3,8.3,missed
A,L,-3,6,4,576,11.9,6,4.2,8.7,2,2,made
A,L,-20,5,4,326,4.3,3,3.3,16,2,1.9,missed
H,W,7,4,1,124,17.3,0,0.8,24.1,3,5.9,made
H,W,16,4,1,370,8,1,6.8,13.6,2,4.7,made
A,L,-6,14,3,78,16.6,8,7.3,24,3,4.8,missed
A,L,-18,7,3,506,4,0,0.7,25.6,3,3.2,made
A,L,-7,13,4,251,13.2,1,2.1,7,2,1.6,made
H,W,4,1,1,33,1,1,3.6,11.4,2,1.8,made
A,W,2,8,2,76,19.1,3,4.9,16.6,2,2.1,missed
H,W,6,11,3,612,6.7,0,0.7,22.7,3,6.8,made
H,L,-14,8,4,445,12,0,1,22.3,3,9.2,missed
A,L,-12,6,1,340,5.6,1,2.4,17.2,2,4.1,made
A,L,-24,1,1,628,10.4,1,5,15.6,2,4.5,made
H,L,-10,3,1,226,11.5,1,5.7,7,2,0.7,missed
H,W,8,7,4,225,9.8,2,3.1,3.6,2,1.9,made
A,W,14,5,2,248,20.4,5,3.7,3.1,2,4.1,made
H,L,-21,2,1,8,4.5,2,4.7,19.6,2,4.4,missed
H,L,-5,11,3,9,2.7,0,0.7,4.9,2,1.8,made
H,W,15,19,4,28,3.7,0,0.8,22.3,3,6.5,made
H,W,12,4,1,256,16.9,0,1.4,2.7,2,2.6,made
A,L,-8,11,3,677,4.8,5,4.2,23,2,4.4,made
H,W,7,8,3,42,15.8,0,0.8,26.5,3,4.2,made
A,W,7,3,1,538,10.8,1,1.9,16.4,2,4.1,missed
H,W,3,6,4,354,19.4,4,3.6,1.2,2,2.1,made
A,W,6,4,2,647,4.1,0,0.9,19.6,2,7,missed
A,L,-5,3,2,304,16.7,7,7.8,14.3,2,2.9,missed
H,W,2,5,3,672,12,0,1.7,2.2,2,2.7,made
A,L,-4,1,2,209,12.7,0,0.7,1.7,2,2.7,made
H,L,-11,2,1,294,5.2,0,0,1.7,2,3.3,made
A,L,-11,12,3,103,21.9,1,1.8,24.3,3,5.7,made
A,W,5,7,5,282,8.7,0,0.8,22.5,3,2.9,missed
A,L,-1,12,3,411,13.8,0,1.3,13.5,2,5.1,made
A,W,6,8,4,196,1.8,0,1.4,23,2,2.8,made
A,L,-25,1,1,9,4.5,18,17.1,20.6,2,4.5,missed
A,L,-21,9,4,476,15.2,2,2.3,10.2,2,2.8,missed
A,W,2,7,3,572,7,0,0.8,23.1,3,5.2,made
A,L,-2,10,2,302,14,0,0.9,3.5,2,2.8,made
H,L,-8,2,1,362,20.3,4,3.4,5.2,2,1.1,missed
H,W,2,6,2,400,8.3,2,4.3,6.6,2,1.8,missed
A,W,22,1,4,273,6.8,0,0.8,23.4,3,5.3,missed
A,L,-1,5,2,534,10.6,7,5.4,18.1,2,8.2,made
H,W,3,2,1,519,12,0,0.9,25.3,3,4.4,missed
H,W,30,4,1,152,5,3,3,5.8,2,4.1,made
A,L,-5,4,1,415,12.7,2,2.1,19.2,2,2.6,made
A,L,-14,1,1,429,6,0,1.1,17.9,2,6.1,made
A,W,25,3,2,399,17.4,8,6.7,8.4,2,2.5,missed
A,W,25,3,2,662,17.3,2,2.8,3.4,2,6.2,made
A,L,-5,15,4,258,11.5,1,2.8,1.3,2,3.3,made
H,L,-1,3,1,244,19.3,1,2.6,3.8,2,2.6,made
H,L,-10,4,2,323,12.6,2,2.2,10,2,3.2,missed
A,W,8,5,3,53,2.4,0,1.6,8.9,2,2.7,missed
A,L,-3,1,1,363,7.4,0,0.9,24.7,3,4.1,made
A,W,4,15,4,25,1,2,3.1,16.6,2,4,made
A,L,-20,4,2,659,11.1,0,0.7,25.7,3,5.9,missed
H,W,23,3,4,87,14,0,1,24.8,3,4.5,made
H,W,16,5,3,114,9,0,1,24.3,3,13.5,missed
H,L,-12,1,1,124,12.1,1,1.7,6.9,2,2.4,missed
A,L,-8,4,2,570,9.5,0,3.4,12.3,2,1.7,made
H,L,-30,4,4,517,18,0,1,25.8,3,6.2,made
A,L,-4,6,3,593,15,0,0.7,19.5,2,4.5,missed
A,W,2,8,3,478,9.3,0,0.8,11.7,2,5.2,missed
H,L,-7,3,2,88,13.7,1,1.3,10.7,2,3.4,made
H,L,-10,2,1,537,12.8,2,2.2,15,2,2.8,missed
A,L,-15,9,3,319,0.4,0,1.5,15.9,2,5,missed
A,L,-10,1,1,610,6.6,2,6.8,10.3,2,2.7,made
A,W,9,1,1,686,6,0,0.8,19.9,2,7.1,missed
A,L,-7,7,2,561,3.7,3,6,6.5,2,2.7,made
H,W,12,5,4,80,13.1,15,11.5,7.6,2,3.6,made
H,W,17,7,2,95,20.7,1,1.8,5.9,2,2.2,made
A,W,5,3,3,142,8,1,1.9,9.1,2,2.6,made
A,L,-2,21,3,120,16.1,6,7.6,25.2,3,4.8,made
A,L,-9,15,4,167,5.9,6,5.7,24.3,3,4.7,missed
H,L,-6,2,1,156,6.9,2,1.7,19,2,2.6,missed
H,L,-5,14,3,297,13.7,0,1,23.8,3,7.5,made
H,W,31,6,1,115,20.2,3,2.5,10.3,2,3.1,made
A,L,-5,12,4,249,4.3,0,0.6,27,3,4.9,missed
H,W,10,6,2,540,19,2,3.8,3.2,2,2.6,made
A,W,5,2,1,527,16,1,1.5,8.4,2,2.3,made
H,W,12,4,3,535,19.6,0,1.4,2.2,2,4.4,made
H,L,-28,1,1,472,13.9,0,0.8,15.9,2,5.5,made
A,L,-28,1,1,337,4.4,2,3.1,7.8,2,1.2,made
H,W,7,9,4,653,4,0,0.7,25.2,3,4.8,made
A,W,18,6,2,135,8.2,2,2.2,3.8,2,3.8,made
A,W,2,3,2,526,14.6,0,0.9,24.9,3,5.6,made
A,W,11,1,1,607,16,0,0.8,21.6,3,7.4,missed
A,L,-4,8,4,91,1,0,0.9,22.7,3,8.8,made
H,L,-28,4,2,135,14.6,0,2,28.5,3,5.6,made
A,W,14,8,2,50,19.9,0,1.2,5.6,2,4.8,made
H,W,1,6,1,177,5.3,2,4.7,21.7,2,4.6,missed
A,L,-17,1,1,237,7.3,0,0.8,0.8,2,1.8,made
H,L,-2,3,1,247,10.3,1,2,11.9,2,2.7,missed
A,L,-3,13,4,575,18.6,6,5.5,25.5,3,5.5,missed
A,L,-11,22,4,150,14,0,0.1,2.5,2,1.2,made
A,W,5,16,4,224,11.4,0,1.1,24.7,3,7.2,missed
H,W,15,18,4,711,14.9,0,1.5,18.7,2,3.9,missed
A,W,5,4,2,449,1.4,1,3.4,2.6,2,4.1,missed
A,W,7,3,1,467,9.9,0,1,17,2,8.3,made
H,L,-7,15,4,666,16.9,0,1.1,25.3,3,13.4,missed
H,L,-25,3,1,232,15.2,6,2.6,10.2,2,4.5,made
A,W,26,4,2,495,17,8,8.2,17.4,2,3,made
H,L,-16,4,1,235,16.4,0,0.8,15,2,5.3,made
H,W,25,3,2,363,9,2,2.7,13.4,2,4.8,missed
A,L,-7,2,2,632,3.7,1,2.6,1.8,2,1.3,missed
A,W,2,10,3,321,6.9,0,0.8,25.4,3,8.5,missed
H,W,4,21,4,304,9.1,0,0.8,16.8,2,5.3,made
A,L,-17,6,4,628,15.9,0,1.6,2.5,2,2.4,made
A,W,7,5,4,458,5.2,0,0.9,22.1,3,8.5,missed
H,W,25,6,3,665,16,0,0.4,2,2,3.2,missed
H,L,-28,6,1,182,20.7,3,3.2,4.4,2,1.7,missed
H,L,-6,6,1,383,10.5,0,0,5.9,2,1.8,made
H,W,16,5,1,253,10,1,4.7,0.3,2,3.7,made
A,L,-9,10,3,658,19.5,0,1.6,3.2,2,3.5,made
A,W,8,6,3,380,18.1,5,6,2.1,2,2.3,missed
A,W,14,3,1,284,22,0,0.9,24.5,3,6.7,missed
H,W,7,5,2,546,14,0,0.8,2.6,2,0.5,made
H,W,9,6,1,108,15.4,8,6.9,2.2,2,4.3,made
A,W,23,1,1,385,19.1,0,0.8,5.7,2,0.5,made
H,L,-2,13,4,514,3.2,2,2.5,7.7,2,3,missed
H,W,2,15,3,182,4,1,1.5,25.5,3,2.8,missed
A,L,-3,10,4,193,16.3,0,1.2,24.2,3,15.4,made
H,W,4,8,3,674,4.6,3,5.6,6.8,2,1.7,made
H,W,3,1,1,519,13.7,1,1.4,4.3,2,1.5,made
H,W,3,16,3,252,3.7,0,0.9,25.4,3,8.8,missed
H,L,-13,15,4,110,24,0,0.1,2.9,2,2.3,made
A,L,-12,14,3,309,21.6,1,1.6,25.5,3,3.3,missed
A,L,-3,1,1,615,10.9,3,3.1,6.3,2,1.9,missed
H,L,-2,6,4,597,24,0,0.2,1.9,2,3.7,made
H,L,-2,8,2,208,20.9,0,1.3,23,3,5.5,made
H,L,-6,4,4,620,14.5,9,10,18.7,2,3.5,missed
A,W,8,17,4,544,6.3,2,4.2,24.9,3,7.8,missed
A,W,2,1,1,1,1.1,2,2.2,11.2,2,1.2,missed
A,L,-1,3,2,246,2.7,1,2.7,11.7,2,2.1,made
H,L,-2,10,2,66,19.5,0,0.8,23.1,3,3.9,missed
H,L,-18,9,4,471,17.1,2,2.7,9,2,2.5,made
A,L,-6,13,3,351,11,0,0.7,2.3,2,3.3,made
A,L,-11,9,3,82,16.7,0,0.7,21.8,3,3.7,missed
H,W,5,4,3,139,7.1,0,1,3.7,2,1.2,made
A,W,2,11,3,65,10.8,3,3.6,6.4,2,5.3,missed
A,L,-9,5,1,358,19,0,0.9,23.8,3,8,missed
A,L,-30,5,1,266,18.7,5,5.7,5.6,2,2.2,made
A,W,5,2,3,159,8.1,0,0.8,1.9,2,3.5,made
H,W,15,12,3,389,15,0,0.1,24.3,3,3.5,missed
H,W,18,1,1,501,6.8,3,3.4,2.6,2,2,made
